Operation,Machine,Coach Variant,Start Time,End Time,Input,Output,Coach Variant Manufactured 
Stage II Manual JIG 9.2,RF0120,Variant 3,2021-07-26 03:17:00,2021-07-26 06:20:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-25 23:10:00,2021-07-26 06:36:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],2
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-25 22:54:00,2021-07-26 06:45:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],2
Stage-VI Backpiece Leftover welding,SW0160,Variant 3,2021-07-26 03:27:00,2021-07-26 06:51:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-26 01:13:00,2021-07-26 06:54:00,['Underframe frame work'],['Underframe frame work'],2
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-26 07:00:00,2021-07-26 07:01:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],2
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 3,2021-07-26 05:21:00,2021-07-26 07:35:00,['E'],['Roof Complete'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-26 01:21:00,2021-07-26 07:42:00,['Trough Sheets'],['Trough Sheets'],2
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-26 03:56:00,2021-07-26 08:24:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],2
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-26 06:51:00,2021-07-26 08:54:00,['Shell Assembly'],['Coach'],3
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 3,2021-07-26 05:53:00,2021-07-26 09:03:00,"['C', 'D']",['E'],0
Stage I Machine- B&C machine,RF0110,Variant 4,2021-07-26 05:24:00,2021-07-26 09:18:00,['Roof sheeting complete'],['Roof sheeting complete'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 3,2021-07-26 07:06:00,2021-07-26 09:19:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 3,2021-07-26 05:53:00,2021-07-26 09:35:00,['C'],['C'],0
Stage II Manual JIG 9.2,RF0120,Variant 3,2021-07-26 06:35:00,2021-07-26 09:38:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-26 02:25:00,2021-07-26 10:02:00,['Underframe Welding Parts'],['Underframe Welding Parts'],3
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 2,2021-07-26 05:52:00,2021-07-26 10:23:00,['Underframe frame work'],['Underframe frame work'],3
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-26 03:56:00,2021-07-26 10:31:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],3
Stage III Robotic Welding upside of Underframe,UF0310,Variant 2,2021-07-26 05:52:00,2021-07-26 11:01:00,['Underframe frame work'],['Underframe frame work'],3
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 3,2021-07-26 09:18:00,2021-07-26 11:32:00,['E'],['Roof Complete'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-26 07:09:00,2021-07-26 12:50:00,['Underframe frame work'],['Underframe frame work'],3
Stage II Manual JIG 9.2,RF0120,Variant 3,2021-07-26 09:53:00,2021-07-26 12:56:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 3,2021-07-26 09:50:00,2021-07-26 13:00:00,"['C', 'D']",['E'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 3,2021-07-26 09:50:00,2021-07-26 13:32:00,['C'],['C'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-26 07:57:00,2021-07-26 14:18:00,['Trough Sheets'],['Trough Sheets'],3
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-26 07:16:00,2021-07-26 14:42:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],3
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-26 07:00:00,2021-07-26 14:51:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],3
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-26 15:06:00,2021-07-26 15:07:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],3
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-26 10:46:00,2021-07-26 15:14:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],3
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 3,2021-07-26 13:15:00,2021-07-26 15:29:00,['E'],['Roof Complete'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 2,2021-07-26 11:16:00,2021-07-26 15:47:00,['Underframe frame work'],['Underframe frame work'],3
Stage II Manual JIG 9.2,RF0120,Variant 4,2021-07-26 13:11:00,2021-07-26 15:47:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 2,2021-07-26 11:16:00,2021-07-26 16:25:00,['Underframe frame work'],['Underframe frame work'],3
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 3,2021-07-26 13:47:00,2021-07-26 16:57:00,"['C', 'D']",['E'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-26 14:57:00,2021-07-26 17:00:00,['Shell Assembly'],['Coach'],4
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-26 10:46:00,2021-07-26 17:21:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],4
Stage III Roof Robotic Welding Station,RF0130,Variant 3,2021-07-26 13:47:00,2021-07-26 17:29:00,['C'],['C'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-26 10:17:00,2021-07-26 17:54:00,['Underframe Welding Parts'],['Underframe Welding Parts'],4
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-26 13:05:00,2021-07-26 18:46:00,['Underframe frame work'],['Underframe frame work'],4
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 3,2021-07-26 17:12:00,2021-07-26 19:26:00,['E'],['Roof Complete'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-26 14:33:00,2021-07-26 20:54:00,['Trough Sheets'],['Trough Sheets'],4
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 3,2021-07-26 17:44:00,2021-07-26 20:54:00,"['C', 'D']",['E'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 2,2021-07-26 16:40:00,2021-07-26 21:11:00,['Underframe frame work'],['Underframe frame work'],4
Stage III Roof Robotic Welding Station,RF0130,Variant 3,2021-07-26 17:44:00,2021-07-26 21:26:00,['C'],['C'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 2,2021-07-26 16:40:00,2021-07-26 21:49:00,['Underframe frame work'],['Underframe frame work'],4
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-26 17:36:00,2021-07-26 22:04:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],4
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-26 15:22:00,2021-07-26 22:48:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],4
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-26 15:06:00,2021-07-26 22:57:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],4
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-26 23:12:00,2021-07-26 23:13:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],4
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 3,2021-07-26 21:09:00,2021-07-26 23:23:00,['E'],['Roof Complete'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-26 17:36:00,2021-07-27 00:11:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],4
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-26 19:01:00,2021-07-27 00:42:00,['Underframe frame work'],['Underframe frame work'],4
Stage III Roof Robotic Welding Station,RF0130,Variant 4,2021-07-26 21:41:00,2021-07-27 00:43:00,['C'],['C'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 3,2021-07-26 21:41:00,2021-07-27 00:51:00,"['C', 'D']",['E'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-26 23:03:00,2021-07-27 01:06:00,['Shell Assembly'],['Coach'],5
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-26 18:09:00,2021-07-27 01:46:00,['Underframe Welding Parts'],['Underframe Welding Parts'],5
Stage III Robotic Welding upside of Underframe,UF0310,Variant 3,2021-07-26 22:04:00,2021-07-27 02:32:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 2,2021-07-26 22:04:00,2021-07-27 02:35:00,['Underframe frame work'],['Underframe frame work'],5
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 3,2021-07-27 01:06:00,2021-07-27 03:20:00,['E'],['Roof Complete'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-26 21:09:00,2021-07-27 03:30:00,['Trough Sheets'],['Trough Sheets'],5
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 4,2021-07-27 01:06:00,2021-07-27 04:12:00,"['C', 'D']",['E'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-27 00:26:00,2021-07-27 04:54:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],5
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-27 00:57:00,2021-07-27 06:38:00,['Underframe frame work'],['Underframe frame work'],5
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-26 23:28:00,2021-07-27 06:54:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],5
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 4,2021-07-27 04:27:00,2021-07-27 06:55:00,['E'],['Roof Complete'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-27 00:26:00,2021-07-27 07:01:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],5
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-26 23:12:00,2021-07-27 07:03:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],5
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 3,2021-07-27 02:50:00,2021-07-27 07:05:00,['Underframe frame work'],['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 3,2021-07-27 02:47:00,2021-07-27 07:15:00,['Underframe frame work'],['Underframe frame work'],0
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-27 07:18:00,2021-07-27 07:19:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],5
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-27 07:09:00,2021-07-27 09:12:00,['Shell Assembly'],['Coach'],6
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-27 02:01:00,2021-07-27 09:38:00,['Underframe Welding Parts'],['Underframe Welding Parts'],6
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-27 03:45:00,2021-07-27 10:06:00,['Trough Sheets'],['Trough Sheets'],6
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-27 07:16:00,2021-07-27 11:44:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],6
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 3,2021-07-27 07:30:00,2021-07-27 11:45:00,['Underframe frame work'],['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 3,2021-07-27 07:30:00,2021-07-27 11:58:00,['Underframe frame work'],['Underframe frame work'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-27 06:53:00,2021-07-27 12:34:00,['Underframe frame work'],['Underframe frame work'],6
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-27 07:16:00,2021-07-27 13:51:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],6
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-27 07:34:00,2021-07-27 15:00:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],6
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-27 07:18:00,2021-07-27 15:09:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],6
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-27 15:24:00,2021-07-27 15:25:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],6
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 3,2021-07-27 12:13:00,2021-07-27 16:28:00,['Underframe frame work'],['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 3,2021-07-27 12:13:00,2021-07-27 16:41:00,['Underframe frame work'],['Underframe frame work'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-27 10:21:00,2021-07-27 16:42:00,['Trough Sheets'],['Trough Sheets'],6
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-27 15:15:00,2021-07-27 17:18:00,['Shell Assembly'],['Coach'],7
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-27 09:53:00,2021-07-27 17:30:00,['Underframe Welding Parts'],['Underframe Welding Parts'],7
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-27 12:49:00,2021-07-27 18:30:00,['Underframe frame work'],['Underframe frame work'],7
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-27 14:06:00,2021-07-27 18:34:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],7
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-27 14:06:00,2021-07-27 20:41:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],7
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 3,2021-07-27 16:56:00,2021-07-27 21:11:00,['Underframe frame work'],['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 3,2021-07-27 16:56:00,2021-07-27 21:24:00,['Underframe frame work'],['Underframe frame work'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-27 15:40:00,2021-07-27 23:06:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],7
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-27 15:24:00,2021-07-27 23:15:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],7
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-27 16:57:00,2021-07-27 23:18:00,['Trough Sheets'],['Trough Sheets'],7
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-27 23:30:00,2021-07-27 23:31:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],7
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 2,2021-07-27 18:45:00,2021-07-28 00:26:00,['Underframe frame work'],['Underframe frame work'],7
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-27 17:45:00,2021-07-28 01:22:00,['Underframe Welding Parts'],['Underframe Welding Parts'],7
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-27 20:56:00,2021-07-28 01:24:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],7
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-27 23:21:00,2021-07-28 01:24:00,['Shell Assembly'],['Coach'],8
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 3,2021-07-27 21:39:00,2021-07-28 01:54:00,['Underframe frame work'],['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 3,2021-07-27 21:39:00,2021-07-28 02:07:00,['Underframe frame work'],['Underframe frame work'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-27 20:56:00,2021-07-28 03:31:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],8
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-27 23:33:00,2021-07-28 05:54:00,['Trough Sheets'],['Trough Sheets'],8
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 3,2021-07-28 00:41:00,2021-07-28 06:12:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 3,2021-07-28 02:22:00,2021-07-28 06:37:00,['Underframe frame work'],['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 3,2021-07-28 02:22:00,2021-07-28 06:50:00,['Underframe frame work'],['Underframe frame work'],0
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-27 23:46:00,2021-07-28 07:12:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],8
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-27 23:30:00,2021-07-28 07:21:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],8
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-28 07:36:00,2021-07-28 07:37:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],8
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-28 03:46:00,2021-07-28 08:14:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],8
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-28 01:37:00,2021-07-28 09:14:00,['Underframe Welding Parts'],['Underframe Welding Parts'],8
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-28 07:27:00,2021-07-28 09:30:00,['Shell Assembly'],['Coach'],9
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-28 03:46:00,2021-07-28 10:21:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],9
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 3,2021-07-28 07:05:00,2021-07-28 11:20:00,['Underframe frame work'],['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 3,2021-07-28 07:05:00,2021-07-28 11:33:00,['Underframe frame work'],['Underframe frame work'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 3,2021-07-28 06:27:00,2021-07-28 11:58:00,['Underframe frame work'],['Underframe frame work'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-28 06:09:00,2021-07-28 12:30:00,['Trough Sheets'],['Trough Sheets'],9
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-28 10:36:00,2021-07-28 15:04:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],9
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-28 07:52:00,2021-07-28 15:18:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],9
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-28 07:36:00,2021-07-28 15:27:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],9
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-28 15:42:00,2021-07-28 15:43:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],9
Stage III Robotic Welding upside of Underframe,UF0310,Variant 4,2021-07-28 11:48:00,2021-07-28 16:02:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 3,2021-07-28 11:48:00,2021-07-28 16:03:00,['Underframe frame work'],['Underframe frame work'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-28 09:29:00,2021-07-28 17:06:00,['Underframe Welding Parts'],['Underframe Welding Parts'],9
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-28 10:36:00,2021-07-28 17:11:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],9
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-28 15:33:00,2021-07-28 17:36:00,['Shell Assembly'],['Coach'],10
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 3,2021-07-28 12:13:00,2021-07-28 17:44:00,['Underframe frame work'],['Underframe frame work'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 3,2021-07-28 12:45:00,2021-07-28 19:11:00,['Trough Sheets'],['Trough Sheets'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 4,2021-07-28 16:17:00,2021-07-28 20:31:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 4,2021-07-28 16:18:00,2021-07-28 20:57:00,['Underframe frame work'],['Underframe frame work'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-28 17:26:00,2021-07-28 21:54:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],10
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-28 15:58:00,2021-07-28 23:24:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],10
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 3,2021-07-28 17:59:00,2021-07-28 23:30:00,['Underframe frame work'],['Underframe frame work'],0
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-28 15:42:00,2021-07-28 23:33:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],10
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-28 23:48:00,2021-07-28 23:49:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],10
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-28 17:26:00,2021-07-29 00:01:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],10
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-28 17:21:00,2021-07-29 00:58:00,['Underframe Welding Parts'],['Underframe Welding Parts'],10
Stage III Robotic Welding upside of Underframe,UF0310,Variant 4,2021-07-28 20:46:00,2021-07-29 01:00:00,['Underframe frame work'],['Underframe frame work'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-28 23:39:00,2021-07-29 01:42:00,['Shell Assembly'],['Coach'],11
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 4,2021-07-28 21:12:00,2021-07-29 01:51:00,['Underframe frame work'],['Underframe frame work'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 3,2021-07-28 19:26:00,2021-07-29 01:52:00,['Trough Sheets'],['Trough Sheets'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-29 00:16:00,2021-07-29 04:44:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],11
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 3,2021-07-28 23:45:00,2021-07-29 05:16:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 4,2021-07-29 02:06:00,2021-07-29 06:45:00,['Underframe frame work'],['Underframe frame work'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-29 00:16:00,2021-07-29 06:51:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],11
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 2,2021-07-29 00:04:00,2021-07-29 07:30:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],11
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 2,2021-07-28 23:48:00,2021-07-29 07:39:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],11
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 2,2021-07-29 07:54:00,2021-07-29 07:55:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],11
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 3,2021-07-29 02:07:00,2021-07-29 08:33:00,['Trough Sheets'],['Trough Sheets'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-29 01:13:00,2021-07-29 08:50:00,['Underframe Welding Parts'],['Underframe Welding Parts'],11
Stage-II Final Repair & Leakage testing,SH0120,Variant 2,2021-07-29 07:45:00,2021-07-29 09:48:00,['Shell Assembly'],['Coach'],12
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 3,2021-07-29 05:31:00,2021-07-29 11:02:00,['Underframe frame work'],['Underframe frame work'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 2,2021-07-29 07:06:00,2021-07-29 11:34:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],12
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 2,2021-07-29 07:06:00,2021-07-29 13:41:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],12
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 3,2021-07-29 09:05:00,2021-07-29 14:28:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
